subject,author,like,link,genre,rating,subscribe,episode,upload,present,avg_like
แสงจันทร์สีฟ้า,Porto / ลีซึงจุน,87535.0,https://www.webtoons.com/th/horror/over-the-moon/list?title_no=2024,สยองขวัญ,9.65,65000.0,42.0,จบแล้ว,จบแล้ว,2084.17
จุดจบแห่งความสัมพันธ์,kimyongki,79828.0,https://www.webtoons.com/th/thriller/the-end-of-relationship/list?title_no=2280,ระทึกขวัญ,9.65,33900.0,46.0,จบแล้ว,จบแล้ว,1735.39
The Phone,Various Artists,48695.0,https://www.webtoons.com/th/thriller/ar-toon/list?title_no=774,ระทึกขวัญ,9.35,166900.0,3.0,จบแล้ว,จบแล้ว,16231.67
กรีดร้อง,Various Artists,137899.0,https://www.webtoons.com/th/thriller/shriek/list?title_no=950,ระทึกขวัญ,9.74,229500.0,14.0,จบแล้ว,จบแล้ว,9849.93
หนีตายนรก 3/1,Yutapoom Tungsirisumrit,160232.0,https://www.webtoons.com/th/thriller/survive/list?title_no=1777,ระทึกขวัญ,9.71,78700.0,42.0,จบแล้ว,จบแล้ว,3815.05
ทางผีผ่าน,จูดงกึน,135698.0,https://www.webtoons.com/th/thriller/ghost-road/list?title_no=791,ระทึกขวัญ,9.71,244300.0,16.0,จบแล้ว,จบแล้ว,8481.12
ออสการ์ ลอดจ์,สหมงคลฟิล์ม อินเตอร์เนชั่นแนล,11562.0,https://www.webtoons.com/th/thriller/oscar-lodge/list?title_no=660,ระทึกขวัญ,9.23,37400.0,1.0,จบแล้ว,จบแล้ว,11562.0
นรกคือคนอื่น,kimyongki,619990.0,https://www.webtoons.com/th/thriller/strangers-from-hell/list?title_no=1446,ระทึกขวัญ,9.56,238000.0,6.0,จบแล้ว,จบแล้ว,103331.67
สงกรานต์นี้มีเพื่อน,JRRH,9694.0,https://www.webtoons.com/th/thriller/friend-on-songkrans-day/list?title_no=651,ระทึกขวัญ,9.22,13000.0,1.0,จบแล้ว,จบแล้ว,9694.0
Dark Village,Toei,499551.0,https://www.webtoons.com/th/thriller/dark-village/list?title_no=742,ระทึกขวัญ,9.63,311200.0,82.0,จบแล้ว,จบแล้ว,6092.09
ตอนนี้ โรงเรียนของเรา..,จูดงกึน,585142.0,https://www.webtoons.com/th/thriller/now-our-school/list?title_no=600,ระทึกขวัญ,8.95,230100.0,29.0,จบแล้ว,จบแล้ว,20177.31
ผาหลอน ซ่อนปม,ซองแด โอ,21922.0,https://www.webtoons.com/th/thriller/the-cliff/list?title_no=320,ระทึกขวัญ,9.31,34600.0,9.0,จบแล้ว,จบแล้ว,2435.78
เสียงกระซิบ,jeong min. P,120290.0,https://www.webtoons.com/th/thriller/whisper/list?title_no=1133,ระทึกขวัญ,9.77,99100.0,24.0,จบแล้ว,จบแล้ว,5012.08
The Red Book,รังโด,69062.0,https://www.webtoons.com/th/thriller/the-red-book/list?title_no=1134,ระทึกขวัญ,9.23,80600.0,26.0,จบแล้ว,จบแล้ว,2656.23
เวหามรณะ,อินวัน ยอน,142232.0,https://www.webtoons.com/th/thriller/distant-sky/list?title_no=334,ระทึกขวัญ,9.62,100200.0,53.0,จบแล้ว,จบแล้ว,2683.62
วันโลกดับ,DEY,172521.0,https://www.webtoons.com/th/thriller/dead-days/list?title_no=336,ระทึกขวัญ,9.63,123900.0,62.0,จบแล้ว,จบแล้ว,2782.6
คลังระทึกขวัญ : เรื่องสั้นฝันสยอง,Various Artists,121904.0,https://www.webtoons.com/th/thriller/the-vault-of-horror-a-collection-of-nightmares/list?title_no=563,ระทึกขวัญ,9.41,194200.0,23.0,จบแล้ว,จบแล้ว,5300.17
ปมสยอง,Yutapoom Tungsirisumrit,570715.0,https://www.webtoons.com/th/thriller/cases-of-suicide/list?title_no=948,ระทึกขวัญ,9.69,205500.0,116.0,จบแล้ว,จบแล้ว,4919.96
Ctrl + Z,ฮงซึงพโย,158081.0,https://www.webtoons.com/th/thriller/ctrlz/list?title_no=1096,ระทึกขวัญ,9.51,91900.0,76.0,จบแล้ว,จบแล้ว,2080.01
เรื่องเล่า สุดประหลาด 2,ซองแด โอ,65326.0,https://www.webtoons.com/th/horror/tales-of-the-unusual-2/list?title_no=2388,สยองขวัญ,9.88,52000.0,19.0,วันศุกร์,ยังไม่จบ,3438.21
เรื่องสั้นสยองขวัญ 2020,โฮรัง,28912.0,https://www.webtoons.com/th/horror/horang-horror/list?title_no=2168,สยองขวัญ,9.61,54500.0,11.0,จบแล้ว,จบแล้ว,2628.36
โลกสดใสวัยสีชมพู,โมรังจี,2400000.0,https://www.webtoons.com/th/heartwarming/world-of-young-lady/list?title_no=594,อบอุ่นหัวใจ,9.81,516799.99999999994,265.0,วันพุธ,ยังไม่จบ,9056.6
Wonderful Day ,Various Artists,35108.0,https://www.webtoons.com/th/slice-of-life/wonderful-day/list?title_no=1497,ชีวิตประจำวัน,9.53,47800.0,7.0,จบแล้ว,จบแล้ว,5015.43
วัยเด็กนี่ดีจังเนอะ,เอชพี56,60022.0,https://www.webtoons.com/th/heartwarming/kids-are-all-right/list?title_no=393,อบอุ่นหัวใจ,9.49,36700.0,56.0,จบแล้ว,จบแล้ว,1071.82
Pastel รักนี้สีพาสเทล,CAPO,375860.0,https://www.webtoons.com/th/heartwarming/pastel/list?title_no=1158,อบอุ่นหัวใจ,9.6,138700.0,101.0,จบแล้ว,จบแล้ว,3721.39
ฝีแปรงแย้มยิ้ม,วารู,75823.0,https://www.webtoons.com/th/heartwarming/smile-brush/list?title_no=322,อบอุ่นหัวใจ,9.5,47800.0,36.0,จบแล้ว,จบแล้ว,2106.19
แมวขี้อ้อน . . . . . หมาขี้เหงา,โจ,324867.0,https://www.webtoons.com/th/heartwarming/my-kitty-and-old-dog/list?title_no=325,อบอุ่นหัวใจ,9.69,89800.0,213.0,จบแล้ว,จบแล้ว,1525.2
ฝีแปรงแย้มยิ้ม : ภาพเก่าๆ ของฉัน,วารู,84056.0,https://www.webtoons.com/th/heartwarming/smile-brush-my-old-pictures/list?title_no=407,อบอุ่นหัวใจ,9.55,39700.0,55.0,จบแล้ว,จบแล้ว,1528.29
งานเยอะ เรื่องแยะ,yangchikii,96062.0,https://www.webtoons.com/th/slice-of-life/job-onecut/list?title_no=897,ชีวิตประจำวัน,8.13,48300.0,63.0,จบแล้ว,จบแล้ว,1524.79
HOPEfully soon,INVERT,21809.0,https://www.webtoons.com/th/romance/hopefully-soon/list?title_no=2417,โรแมนซ์,9.72,22200.0,17.0,วันเสาร์,ยังไม่จบ,1282.88
เล่าเรื่องพ่อ The Series,Various Artists,45716.0,https://www.webtoons.com/th/heartwarming/the-story-of-the-king-rama-9/list?title_no=890,อบอุ่นหัวใจ,9.88,50600.0,6.0,จบแล้ว,จบแล้ว,7619.33
จิงเกิ้ลจังเกิ้ล เพื่อนป่าฮาเฮ,ยงจิน คิม,30624.0,https://www.webtoons.com/th/heartwarming/jingle-jungle/list?title_no=331,อบอุ่นหัวใจ,8.97,15100.0,101.0,จบแล้ว,จบแล้ว,303.21
STAY HOME STAY SAFE,WEBTOON,70180.0,https://www.webtoons.com/th/tiptoon/stay-strong/list?title_no=1970,ทิปตูน,9.83,27600.0,30.0,จบแล้ว,จบแล้ว,2339.33
แฮปปี้ควอกก้า,WEBTOON,69645.0,https://www.webtoons.com/th/tiptoon/got/list?title_no=1774,ทิปตูน,9.31,51300.0,42.0,วันอังคาร,ยังไม่จบ,1658.21
